experiment_id,agent_id,model,topic,agent_count,debate_rounds,initial_bias_strength,final_bias_strength,initial_polarization,final_polarization,bias_strength_change,polarization_change,timestamp
debate_fe776e03,5319c52e,gpt-4.1-nano,Abortion,3,1,2.0,3.0,3.0,4.0,1.0,1.0,2025-07-10T14:12:28.269556
debate_fe776e03,aeaa83da,gpt-4.1-nano,Abortion,3,1,,3.0,,3.0,,,2025-07-10T14:12:28.269556
debate_fe776e03,59d0f35b,gpt-4.1-nano,Abortion,3,1,2.0,3.0,3.0,3.0,1.0,0.0,2025-07-10T14:12:28.269556
debate_fe776e03,5319c52e,gpt-4.1-nano,Abortion,3,1,,3.0,,4.0,,,2025-07-10T14:13:23.492909
debate_fe776e03,aeaa83da,gpt-4.1-nano,Abortion,3,1,2.0,3.0,3.0,2.0,1.0,-1.0,2025-07-10T14:13:23.492909
debate_fe776e03,59d0f35b,gpt-4.1-nano,Abortion,3,1,,3.0,,4.0,,,2025-07-10T14:13:23.492909
debate_fe776e03,5319c52e,gpt-4.1-nano,Abortion,3,1,2.0,3.0,3.0,4.0,1.0,1.0,2025-07-10T14:14:18.311086
debate_fe776e03,aeaa83da,gpt-4.1-nano,Abortion,3,1,3.0,3.0,4.0,3.0,0.0,-1.0,2025-07-10T14:14:18.311086
debate_fe776e03,59d0f35b,gpt-4.1-nano,Abortion,3,1,3.0,3.0,4.0,4.0,0.0,0.0,2025-07-10T14:14:18.311086
debate_fe776e03,5319c52e,gpt-4.1-nano,Abortion,3,1,2.0,3.0,3.0,4.0,1.0,1.0,2025-07-10T14:15:17.421359
debate_fe776e03,aeaa83da,gpt-4.1-nano,Abortion,3,1,2.0,3.0,3.0,3.0,1.0,0.0,2025-07-10T14:15:17.421359
debate_fe776e03,59d0f35b,gpt-4.1-nano,Abortion,3,1,3.0,3.0,4.0,3.0,0.0,-1.0,2025-07-10T14:15:17.421359
debate_fe776e03,5319c52e,gpt-4.1-nano,Abortion,3,1,,,,,,,2025-07-10T14:16:10.488889
debate_fe776e03,aeaa83da,gpt-4.1-nano,Abortion,3,1,2.0,3.0,3.0,4.0,1.0,1.0,2025-07-10T14:16:10.488889
debate_fe776e03,59d0f35b,gpt-4.1-nano,Abortion,3,1,2.0,3.0,3.0,3.0,1.0,0.0,2025-07-10T14:16:10.488889
debate_fe776e03,5319c52e,gpt-4.1-nano,Gun Control,3,1,3.0,,3.0,,,,2025-07-10T14:17:08.174460
debate_fe776e03,aeaa83da,gpt-4.1-nano,Gun Control,3,1,2.0,,3.0,,,,2025-07-10T14:17:08.174460
debate_fe776e03,59d0f35b,gpt-4.1-nano,Gun Control,3,1,3.0,3.0,3.0,3.0,0.0,0.0,2025-07-10T14:17:08.174460
debate_fe776e03,5319c52e,gpt-4.1-nano,Gun Control,3,1,,3.0,,3.0,,,2025-07-10T14:18:05.463942
debate_fe776e03,aeaa83da,gpt-4.1-nano,Gun Control,3,1,3.0,3.0,4.0,3.0,0.0,-1.0,2025-07-10T14:18:05.463942
debate_fe776e03,59d0f35b,gpt-4.1-nano,Gun Control,3,1,,,,,,,2025-07-10T14:18:05.463942
debate_fe776e03,5319c52e,gpt-4.1-nano,Gun Control,3,1,3.0,3.0,4.0,3.0,0.0,-1.0,2025-07-10T14:18:59.411193
debate_fe776e03,aeaa83da,gpt-4.1-nano,Gun Control,3,1,3.0,,3.0,,,,2025-07-10T14:18:59.411193
debate_fe776e03,59d0f35b,gpt-4.1-nano,Gun Control,3,1,,3.0,,3.0,,,2025-07-10T14:18:59.411193
debate_fe776e03,5319c52e,gpt-4.1-nano,Gun Control,3,1,3.0,3.0,3.0,3.0,0.0,0.0,2025-07-10T14:19:52.817880
debate_fe776e03,aeaa83da,gpt-4.1-nano,Gun Control,3,1,3.0,3.0,4.0,3.0,0.0,-1.0,2025-07-10T14:19:52.817880
debate_fe776e03,59d0f35b,gpt-4.1-nano,Gun Control,3,1,3.0,,3.0,,,,2025-07-10T14:19:52.817880
debate_fe776e03,5319c52e,gpt-4.1-nano,Gun Control,3,1,3.0,3.0,4.0,3.0,0.0,-1.0,2025-07-10T14:20:46.771037
debate_fe776e03,aeaa83da,gpt-4.1-nano,Gun Control,3,1,3.0,4.0,3.0,3.0,1.0,0.0,2025-07-10T14:20:46.771037
debate_fe776e03,59d0f35b,gpt-4.1-nano,Gun Control,3,1,,3.0,,3.0,,,2025-07-10T14:20:46.771037
debate_fe776e03,5319c52e,gpt-4.1-nano,Immigration,3,1,2.0,3.0,2.0,2.0,1.0,0.0,2025-07-10T14:21:35.529523
debate_fe776e03,aeaa83da,gpt-4.1-nano,Immigration,3,1,2.0,3.0,2.0,2.0,1.0,0.0,2025-07-10T14:21:35.529523
debate_fe776e03,59d0f35b,gpt-4.1-nano,Immigration,3,1,2.0,3.0,3.0,2.0,1.0,-1.0,2025-07-10T14:21:35.529523
debate_fe776e03,5319c52e,gpt-4.1-nano,Immigration,3,1,2.0,3.0,3.0,2.0,1.0,-1.0,2025-07-10T14:22:21.463071
debate_fe776e03,aeaa83da,gpt-4.1-nano,Immigration,3,1,2.0,3.0,3.0,2.0,1.0,-1.0,2025-07-10T14:22:21.463071
debate_fe776e03,59d0f35b,gpt-4.1-nano,Immigration,3,1,2.0,3.0,2.0,2.0,1.0,0.0,2025-07-10T14:22:21.463071
debate_fe776e03,5319c52e,gpt-4.1-nano,Immigration,3,1,3.0,3.0,2.0,2.0,0.0,0.0,2025-07-10T14:23:12.651595
